id_cliente,fecha_alta,ingreso_mensual,region,segmento
C00015011,2019-07-12,782167,VII,mass
C00015012,2021-09-16,1283077,III,mass
C00015013,2019-12-01,2058577,XIV,affluent
C00015014,2023-05-18,1853712,III,mass_affluent
C00015015,2019-12-16,493631,VI,mass
C00015016,2019-02-09,5162399,XV,affluent
C00015017,2022-09-07,942247,VII,mass
C00015018,2023-05-08,2468267,IV,affluent
C00015019,2023-04-24,1159772,XI,mass
C00015020,2025-02-09,1240737,V,mass
C00015021,2023-09-30,3402199,X,affluent
C00015022,2022-08-25,2254512,II,pyme
C00015023,2022-04-17,914233,XIV,mass_affluent
C00015024,2018-10-04,991446,XVI,mass_affluent
C00015025,2022-12-27,1702639,IV,affluent
C00015026,2024-09-14,2064075,XVI,mass_affluent
C00015027,2020-12-09,1094437,XVI,mass
C00015028,2020-03-29,521187,X,mass
C00015029,2024-08-28,2108520,II,mass_affluent
C00015030,2024-09-30,1336405,IX,mass_affluent
C00015031,2024-11-03,2391495,XIV,affluent
C00015032,2020-07-10,911749,XIV,mass
C00015033,2018-07-07,774755,XI,mass
C00015034,2024-04-19,339750,IX,mass
C00015035,2025-03-22,2612191,XII,affluent
C00015036,2024-02-05,446223,XVI,mass
C00015037,2022-01-19,1220453,VII,affluent
C00015038,2020-01-19,633737,XIV,mass
C00015039,2021-04-03,769522,XIV,mass
C00015040,2021-10-01,1609182,XI,affluent
C00015041,2022-09-09,809495,XV,mass
C00015042,2018-01-25,3060503,III,affluent
C00015043,2020-09-14,970023,XII,mass
C00015044,2022-10-17,744672,II,mass
C00015045,2021-07-07,1850453,RM,mass_affluent
C00015046,2019-08-21,3788118,VIII,affluent
C00015047,2022-09-17,405800,XVI,mass
C00015048,2022-07-16,1234857,XIV,mass
C00015049,2019-08-03,2109812,IX,mass_affluent
C00015050,2023-06-14,2125807,II,pyme
C00015051,2023-10-05,2015644,V,affluent
C00015052,2019-04-22,3841710,II,affluent
C00015053,2022-08-03,622961,II,mass
C00015054,2018-04-19,958332,XIV,mass_affluent
C00015055,2022-08-24,2638631,VI,affluent
C00015056,2020-08-10,4195761,RM,affluent
C00015057,2019-04-29,4461371,RM,affluent
C00015058,2021-11-22,4860417,VI,affluent
C00015059,2018-12-12,2748449,VIII,affluent
C00015060,2024-08-06,758359,III,mass
C00015061,2021-05-08,759880,XII,mass
C00015062,2024-04-19,1723751,RM,pyme
C00015063,2018-03-16,630232,III,mass
C00015064,2025-02-02,690526,VIII,mass
C00015065,2021-08-01,1268844,II,mass
C00015066,2025-03-31,1070057,IV,mass_affluent
C00015067,2018-08-03,3218232,XVI,affluent
C00015068,2018-10-15,3603197,II,affluent
C00015069,2021-10-16,1329653,II,mass
C00015070,2019-05-11,874877,VIII,mass
C00015071,2023-01-09,730318,XV,mass
C00015072,2018-06-30,2017383,XIV,affluent
C00015073,2020-05-03,576533,XVI,mass
C00015074,2024-10-22,1494271,XV,mass_affluent
C00015075,2022-12-29,1346255,IX,mass_affluent
C00015076,2024-11-01,1470609,VIII,mass_affluent
C00015077,2023-03-06,1790272,XII,mass_affluent
C00015078,2018-02-15,1173068,VII,mass_affluent
C00015079,2019-10-22,1687779,XI,mass_affluent
C00015080,2024-01-22,1059876,XII,mass
C00015081,2018-01-28,343422,RM,mass
C00015082,2020-03-21,844082,X,mass
C00015083,2021-03-29,1159039,VII,mass
C00015084,2018-10-05,1710743,XVI,mass_affluent
C00015085,2024-05-11,643555,III,mass
C00015086,2024-10-04,3615446,RM,affluent
C00015087,2023-10-13,669071,IX,mass
C00015088,2019-10-30,1942153,XVI,mass_affluent
C00015089,2024-04-17,917825,X,mass
C00015090,2021-08-28,1277142,IV,mass
C00015091,2022-04-10,774231,RM,mass
C00015092,2020-02-19,1722699,VII,mass_affluent
C00015093,2020-06-18,715247,IV,mass
C00015094,2023-01-12,1554187,XV,mass_affluent
C00015095,2019-03-03,1074557,II,mass_affluent
C00015096,2025-06-04,4089218,III,pyme
C00015097,2024-11-06,1618971,III,mass_affluent
C00015098,2018-10-29,1517040,XI,mass_affluent
C00015099,2019-03-03,3910884,X,affluent
C00015100,2018-03-11,1183387,V,mass
C00015101,2019-12-22,2636713,VIII,mass_affluent
C00015102,2018-03-23,589097,VII,mass
C00015103,2019-09-21,1849389,IV,mass_affluent
C00015104,2019-07-19,1039424,IV,mass
C00015105,2022-12-23,778609,V,mass
C00015106,2022-04-15,1181191,XII,mass_affluent
C00015107,2021-05-16,1093995,VII,mass
C00015108,2020-08-23,572432,II,mass
C00015109,2022-02-08,903178,XI,mass
C00015110,2018-04-04,2305479,III,affluent
C00015111,2023-07-18,812445,X,mass
C00015112,2023-08-03,413334,VII,mass
C00015113,2018-07-20,1260853,XI,pyme
C00015114,2020-02-24,329744,V,pyme
C00015115,2019-11-28,1467429,IV,mass
C00015116,2025-06-18,440813,VI,mass
C00015117,2025-03-20,1020917,VI,mass
C00015118,2022-07-02,1592105,IV,pyme
C00015119,2021-05-02,300000,III,mass
C00015120,2024-06-02,866091,VII,mass
C00015121,2024-12-27,1445053,VII,mass
C00015122,2025-05-08,1110188,XV,mass_affluent
C00015123,2018-10-19,1261060,II,mass
C00015124,2024-04-05,2484823,X,mass_affluent
C00015125,2021-03-11,531346,XII,mass
C00015126,2021-07-24,636406,III,mass_affluent
C00015127,2023-05-16,2215620,VI,affluent
C00015128,2021-11-20,1072497,XIV,mass
C00015129,2021-11-27,300000,VIII,mass
C00015130,2025-01-10,923683,III,mass
C00015131,2024-04-23,1548569,VIII,mass_affluent
C00015132,2023-07-18,635523,XVI,mass
C00015133,2021-09-25,1253309,RM,mass_affluent
C00015134,2021-02-08,754549,V,mass
C00015135,2024-10-04,1544615,XV,mass_affluent
C00015136,2019-01-05,2320730,X,mass_affluent
C00015137,2024-07-19,696157,X,mass
C00015138,2025-06-15,775938,VI,mass
C00015139,2021-11-14,1809513,VIII,mass_affluent
C00015140,2024-01-07,552460,IX,mass
C00015141,2020-02-12,2303072,IV,mass_affluent
C00015142,2024-10-31,1499908,II,pyme
C00015143,2019-12-21,917769,VIII,mass
C00015144,2023-12-16,733807,X,mass
C00015145,2025-03-16,801152,IX,mass
C00015146,2018-07-04,1299893,VI,mass
C00015147,2019-08-06,2813866,VIII,pyme
C00015148,2024-09-12,1659673,XI,pyme
C00015149,2024-12-18,567558,VIII,mass
C00015150,2019-08-20,4016082,III,pyme
C00015151,2020-09-19,911757,X,mass
C00015152,2018-11-21,1890922,XV,pyme
C00015153,2024-09-15,4101295,VI,affluent
C00015154,2018-06-14,594266,IX,mass
C00015155,2021-09-02,1060963,RM,mass_affluent
C00015156,2021-02-26,1426841,XIV,mass_affluent
C00015157,2020-10-09,724437,XVI,mass
C00015158,2023-02-25,360008,V,mass
C00015159,2023-11-06,1241637,VII,mass_affluent
C00015160,2021-07-24,939793,XVI,mass
C00015161,2019-08-30,703538,III,mass
C00015162,2021-03-31,790180,XV,mass
C00015163,2020-02-29,987236,XIV,mass_affluent
C00015164,2024-09-07,870216,XV,mass
C00015165,2018-03-26,922281,IV,mass
C00015166,2019-08-05,1150854,XV,mass
C00015167,2022-04-18,719036,VIII,mass
C00015168,2019-10-26,1369522,XIV,mass_affluent
C00015169,2021-03-29,958299,VII,mass
C00015170,2019-02-14,1422739,V,mass_affluent
C00015171,2023-12-09,957322,VI,mass
C00015172,2025-03-12,1865054,XV,mass_affluent
C00015173,2018-03-29,532497,XV,mass
C00015174,2025-02-11,1882562,VIII,affluent
C00015175,2024-10-31,654653,XIV,mass
C00015176,2018-08-04,1276868,XV,affluent
C00015177,2022-02-19,1264002,XVI,mass
C00015178,2022-01-12,481236,VII,mass
C00015179,2018-02-09,2076993,XV,mass_affluent
C00015180,2019-02-08,542376,IV,mass
C00015181,2018-02-01,1069390,IX,mass
C00015182,2022-12-25,4183881,IV,affluent
C00015183,2022-09-09,632718,X,mass_affluent
C00015184,2019-04-25,1444313,IV,mass_affluent
C00015185,2024-05-30,4551299,III,pyme
C00015186,2020-12-09,825508,VI,mass
C00015187,2020-09-22,1025780,XIV,mass
C00015188,2024-10-14,3261085,XI,affluent
C00015189,2024-10-31,1022299,V,mass
C00015190,2021-12-31,1116429,XII,mass
C00015191,2021-07-21,753966,III,mass
C00015192,2020-10-04,801164,XII,mass
C00015193,2021-03-30,721846,VIII,mass
C00015194,2020-04-06,490526,II,mass
C00015195,2022-11-18,1851295,VII,mass_affluent
C00015196,2021-04-27,1540510,X,mass_affluent
C00015197,2022-02-24,4011831,VI,pyme
C00015198,2021-02-12,1286526,III,mass
C00015199,2025-04-12,665741,II,mass
C00015200,2023-05-22,1294005,III,mass_affluent
C00015201,2018-05-24,645293,VII,mass
C00015202,2023-10-29,1162591,V,mass
C00015203,2022-03-14,813095,XIV,mass_affluent
C00015204,2018-06-04,1671857,VI,mass_affluent
C00015205,2022-12-23,428746,XV,mass
C00015206,2020-10-25,2236330,XVI,mass_affluent
C00015207,2024-06-03,1864480,IV,mass_affluent
C00015208,2020-02-18,2368683,XIV,affluent
C00015209,2018-07-03,1250280,XVI,mass
C00015210,2018-06-23,1100967,RM,mass_affluent
C00015211,2018-09-12,1561175,III,mass_affluent
C00015212,2023-05-03,300000,XIV,mass
C00015213,2024-12-05,1813498,V,mass_affluent
C00015214,2024-02-07,1322524,RM,mass_affluent
C00015215,2019-09-06,744061,IV,mass
C00015216,2021-02-07,558948,VIII,mass
C00015217,2021-06-19,524419,VIII,mass
C00015218,2021-11-20,1226524,II,mass_affluent
C00015219,2023-12-16,1122144,II,mass
C00015220,2021-09-05,902264,IX,mass
C00015221,2019-07-13,582822,XV,mass
C00015222,2024-06-15,388013,XIV,mass_affluent
C00015223,2024-09-03,2480673,V,mass_affluent
C00015224,2018-10-22,300000,XIV,mass
C00015225,2020-07-20,1082879,XI,mass
C00015226,2021-03-14,923611,X,mass
C00015227,2023-06-13,750359,XII,mass
C00015228,2020-08-01,1212898,IX,mass_affluent
C00015229,2018-11-18,991424,XV,mass
C00015230,2020-10-20,2046982,VIII,mass_affluent
C00015231,2025-04-22,2051466,IX,mass_affluent
C00015232,2021-12-15,4114726,XVI,affluent
C00015233,2024-05-05,422445,VI,mass
C00015234,2024-12-01,629803,IV,mass
C00015235,2020-05-16,641771,XIV,mass
C00015236,2020-05-21,2569924,II,pyme
C00015237,2021-10-25,1642368,II,mass_affluent
C00015238,2019-12-04,2035788,XVI,mass_affluent
C00015239,2024-06-19,1486620,XI,mass_affluent
C00015240,2020-07-27,995757,II,mass
C00015241,2023-01-14,1323639,XI,mass_affluent
C00015242,2019-02-08,5059068,VIII,affluent
C00015243,2019-04-29,641281,IV,mass
C00015244,2019-05-29,1717694,XVI,pyme
C00015245,2019-06-21,3268615,X,affluent
C00015246,2025-04-09,3892585,V,pyme
C00015247,2020-03-20,2228946,XVI,affluent
C00015248,2023-03-10,727163,RM,mass
C00015249,2018-06-03,1320549,XVI,mass_affluent
C00015250,2023-05-25,543490,XII,mass
C00015251,2020-11-14,1226405,IV,mass_affluent
C00015252,2018-05-27,629839,IV,mass
C00015253,2024-02-27,4334124,V,affluent
C00015254,2018-04-05,842185,XV,mass
C00015255,2024-09-15,675218,XVI,mass
C00015256,2019-12-08,1268523,XI,mass
C00015257,2021-10-17,2409718,II,mass_affluent
C00015258,2018-05-26,1231819,VII,mass
C00015259,2024-12-19,689216,VI,mass
C00015260,2019-10-06,1059513,RM,mass
C00015261,2019-10-19,1337122,III,mass
C00015262,2023-11-04,2033429,II,pyme
C00015263,2025-02-03,747101,XI,mass
C00015264,2023-11-30,691976,XV,mass
C00015265,2018-08-31,855548,X,mass
C00015266,2018-05-18,1256970,II,mass
C00015267,2021-04-16,817307,XII,mass
C00015268,2022-08-05,660272,RM,mass
C00015269,2021-08-18,776219,II,mass
C00015270,2019-01-15,1096350,II,mass
C00015271,2025-02-24,300000,RM,mass
C00015272,2022-12-07,1694417,XI,mass_affluent
C00015273,2020-11-07,743839,XII,mass
C00015274,2021-03-03,1175678,XIV,mass_affluent
C00015275,2021-08-01,621739,IV,mass_affluent
C00015276,2020-11-08,3617646,IV,affluent
C00015277,2022-04-14,726682,XII,mass
C00015278,2024-05-04,1728663,II,mass_affluent
C00015279,2024-03-12,1871666,XI,affluent
C00015280,2020-09-08,300000,XIV,pyme
C00015281,2019-11-23,1777647,VI,affluent
C00015282,2020-12-30,743955,VIII,mass
C00015283,2022-11-20,320680,XI,pyme
C00015284,2019-03-21,3144379,X,affluent
C00015285,2018-12-15,1216718,XVI,mass
C00015286,2023-01-22,300000,X,mass
C00015287,2020-09-03,1647125,III,pyme
C00015288,2023-10-25,756533,X,mass
C00015289,2020-06-27,1403040,XV,mass_affluent
C00015290,2019-06-12,1127607,V,mass
C00015291,2018-10-08,1286362,XVI,mass_affluent
C00015292,2022-09-16,726642,XIV,mass
C00015293,2022-09-23,1316417,RM,mass_affluent
C00015294,2018-09-27,920270,II,mass
C00015295,2024-12-14,4474291,IV,pyme
C00015296,2024-01-22,800573,X,mass
C00015297,2018-06-01,1182886,VII,mass
C00015298,2019-10-27,823659,III,mass
C00015299,2020-04-14,484068,VIII,mass
C00015300,2024-04-20,3836139,XIV,pyme
C00015301,2022-04-19,794421,RM,mass
C00015302,2022-07-29,1157559,VII,mass
C00015303,2025-06-04,3824733,XI,affluent
C00015304,2024-04-04,1033079,X,mass
C00015305,2021-03-03,609323,XII,mass
C00015306,2021-09-24,1019205,RM,mass_affluent
C00015307,2020-03-12,790065,VIII,mass
C00015308,2019-12-27,1643031,IX,affluent
C00015309,2024-05-24,959276,V,mass_affluent
C00015310,2024-12-11,612231,VII,mass
C00015311,2021-12-30,886828,XV,mass_affluent
C00015312,2023-02-20,2891641,X,affluent
C00015313,2019-05-26,805359,VI,mass
C00015314,2022-06-15,1236646,III,mass_affluent
C00015315,2025-01-17,487889,XI,mass
C00015316,2020-01-21,592105,XI,mass
C00015317,2023-03-20,1613740,VI,mass_affluent
C00015318,2022-01-31,737916,RM,mass
C00015319,2024-08-29,825100,XIV,mass
C00015320,2018-04-19,576064,XIV,mass
C00015321,2024-01-29,1707981,X,mass_affluent
C00015322,2024-05-11,1889465,VII,mass_affluent
C00015323,2022-11-28,472711,XIV,mass
C00015324,2022-08-16,685222,IV,mass
C00015325,2023-06-06,510029,VIII,pyme
C00015326,2020-11-15,1005148,VI,mass
C00015327,2023-10-08,1355739,IV,mass
C00015328,2018-07-02,1025457,VI,mass
C00015329,2020-01-21,1425718,XII,mass_affluent
C00015330,2024-02-02,839128,XI,mass
C00015331,2022-05-29,3569504,VIII,affluent
C00015332,2023-04-15,867476,XII,mass_affluent
C00015333,2024-03-30,813311,VII,mass
C00015334,2022-12-10,1487254,VII,mass_affluent
C00015335,2023-01-20,743410,XIV,mass
C00015336,2022-11-25,693233,IX,mass
C00015337,2023-02-20,1543140,XVI,mass_affluent
C00015338,2019-07-19,547689,X,mass
C00015339,2022-12-19,2244164,XIV,affluent
C00015340,2020-08-08,1636779,V,mass_affluent
C00015341,2018-09-01,788412,IX,mass
C00015342,2022-05-25,2514669,XV,pyme
C00015343,2022-07-01,1041881,XVI,mass
C00015344,2021-09-20,773542,V,mass
C00015345,2025-03-14,746467,IV,mass
C00015346,2024-05-04,3279818,III,pyme
C00015347,2019-02-28,1241140,RM,mass
C00015348,2020-08-25,682051,X,mass
C00015349,2019-12-15,913072,XV,mass
C00015350,2024-12-02,734854,XIV,mass
C00015351,2023-02-08,562603,IX,mass
C00015352,2019-11-24,1487031,IX,mass_affluent
C00015353,2018-08-24,3607171,X,affluent
C00015354,2025-03-10,1081957,VIII,mass_affluent
C00015355,2023-09-27,1078888,VI,mass
C00015356,2025-04-14,701739,VIII,mass
C00015357,2024-02-27,688666,XI,mass
C00015358,2019-03-24,987056,X,mass
C00015359,2021-04-19,1633802,XI,mass_affluent
C00015360,2021-11-08,616610,VII,mass
C00015361,2019-09-27,1691611,XVI,affluent
C00015362,2021-05-02,1228321,III,mass
C00015363,2018-10-28,1587363,XV,mass_affluent
C00015364,2020-08-31,4872193,XIV,affluent
C00015365,2020-11-20,1254342,VI,mass_affluent
C00015366,2019-10-13,3332534,X,affluent
C00015367,2025-04-07,1767361,RM,affluent
C00015368,2024-03-21,996613,XI,mass_affluent
C00015369,2020-07-06,692177,III,mass
C00015370,2023-09-27,1216019,II,mass
C00015371,2023-02-24,3232237,RM,affluent
C00015372,2021-09-03,1071927,XV,mass
C00015373,2018-08-17,4933824,VII,pyme
C00015374,2021-03-09,1037914,V,mass
C00015375,2020-06-16,1954162,XIV,mass_affluent
C00015376,2019-09-02,833197,XIV,mass
C00015377,2024-02-09,4238463,XII,pyme
C00015378,2024-02-29,891139,IV,mass
C00015379,2022-06-17,1084693,II,mass
C00015380,2019-06-02,2678798,III,affluent
C00015381,2022-10-19,973760,II,mass
C00015382,2018-06-20,907184,VII,mass
C00015383,2023-11-13,2678803,RM,affluent
C00015384,2019-07-14,1593238,VII,affluent
C00015385,2022-02-23,880902,X,mass
C00015386,2020-07-31,1727094,XVI,mass_affluent
C00015387,2023-05-18,550156,VI,mass
C00015388,2019-08-07,837281,VII,mass
C00015389,2020-11-22,1649442,XII,mass_affluent
C00015390,2020-05-26,1077981,II,mass
C00015391,2019-10-17,877903,VI,mass
C00015392,2022-02-21,976029,XII,mass
C00015393,2024-11-25,2854629,VIII,affluent
C00015394,2019-01-16,1345652,V,mass_affluent
C00015395,2020-04-29,766337,VII,mass
C00015396,2023-01-18,1960987,X,pyme
C00015397,2023-05-29,2762378,RM,affluent
C00015398,2018-09-19,930079,IV,mass
C00015399,2020-11-04,3155060,XVI,pyme
C00015400,2021-03-26,911658,III,mass
C00015401,2021-09-30,877817,V,mass
C00015402,2025-05-11,1130790,XV,mass
C00015403,2022-09-14,1128889,XVI,mass
C00015404,2024-05-09,1577482,IV,mass_affluent
C00015405,2024-06-03,2278579,IX,mass_affluent
C00015406,2018-04-28,4422506,XIV,affluent
C00015407,2025-03-12,838565,IX,mass
C00015408,2023-03-16,647228,XV,mass
C00015409,2025-02-06,710646,VII,mass
C00015410,2021-11-25,821979,III,mass
C00015411,2018-03-28,2128871,XIV,pyme
C00015412,2020-07-18,1011167,VI,mass_affluent
C00015413,2025-03-17,983761,RM,mass_affluent
C00015414,2023-05-06,1288645,XI,mass_affluent
C00015415,2022-04-16,654411,V,mass
C00015416,2024-10-06,326495,X,mass
C00015417,2021-01-03,1010356,RM,mass
C00015418,2024-05-05,4037655,XVI,affluent
C00015419,2019-07-31,948763,III,mass
C00015420,2020-02-06,300000,X,mass
C00015421,2019-02-08,1404861,XIV,mass_affluent
C00015422,2018-12-21,913437,V,mass
C00015423,2022-08-14,1111676,II,mass
C00015424,2020-02-10,1343456,VI,mass
C00015425,2019-04-17,803027,XV,mass
C00015426,2023-04-24,839024,X,mass
C00015427,2024-10-20,3488111,VI,affluent
C00015428,2020-07-08,1207024,RM,mass_affluent
C00015429,2024-11-18,608421,II,mass
C00015430,2020-02-28,1942499,VIII,mass_affluent
C00015431,2022-04-23,1840112,IX,mass_affluent
C00015432,2024-04-11,1399566,X,mass_affluent
C00015433,2020-06-02,619164,V,pyme
C00015434,2025-03-09,862395,II,affluent
C00015435,2022-05-25,781841,V,mass
C00015436,2022-04-12,790408,VIII,mass
C00015437,2022-06-27,738657,III,mass
C00015438,2023-06-03,1024878,VIII,mass
C00015439,2018-07-19,2759985,RM,pyme
C00015440,2020-02-18,511760,III,mass_affluent
C00015441,2020-08-06,1299796,XI,mass
C00015442,2018-06-27,300000,V,pyme
C00015443,2022-01-14,1225668,X,mass_affluent
C00015444,2018-10-18,550111,XI,mass
C00015445,2021-03-23,3083488,VIII,pyme
C00015446,2019-08-20,478621,XIV,mass
C00015447,2021-01-06,965353,III,mass
C00015448,2018-05-28,721899,VI,mass
C00015449,2025-01-27,3365853,XIV,pyme
C00015450,2020-12-19,300000,II,mass
C00015451,2019-08-20,750225,II,mass
C00015452,2018-07-06,1849594,VII,mass_affluent
C00015453,2024-04-30,1865643,XI,affluent
C00015454,2022-09-12,877606,RM,mass
C00015455,2020-08-30,869356,III,mass
C00015456,2018-04-07,2799639,XVI,pyme
C00015457,2022-07-13,1319228,III,mass_affluent
C00015458,2025-06-03,982152,RM,mass
C00015459,2021-06-14,887092,VIII,mass
C00015460,2022-05-30,872510,II,mass
C00015461,2020-02-08,1210700,X,mass_affluent
C00015462,2021-01-20,1007800,V,mass_affluent
C00015463,2024-03-03,1739213,XI,mass_affluent
C00015464,2018-11-20,623545,XVI,mass
C00015465,2022-01-30,4442800,X,affluent
C00015466,2021-01-22,1309462,RM,mass
C00015467,2021-02-26,2293625,III,affluent
C00015468,2021-04-06,594372,RM,mass
C00015469,2024-03-01,910693,X,mass
C00015470,2020-03-11,876149,V,mass
C00015471,2022-07-20,792144,III,mass
C00015472,2025-02-07,944076,XV,mass
C00015473,2022-03-27,1853324,X,mass_affluent
C00015474,2018-03-31,2228256,XII,affluent
C00015475,2024-02-13,586403,IX,mass
C00015476,2018-12-01,333409,XVI,mass
C00015477,2021-05-12,377679,VI,mass
C00015478,2025-05-31,2047054,XVI,affluent
C00015479,2019-01-07,716211,IV,mass
C00015480,2019-03-15,1000327,VI,mass
C00015481,2018-12-13,953562,XVI,mass
C00015482,2020-10-14,917282,VIII,mass
C00015483,2020-05-04,1401764,XII,mass_affluent
C00015484,2024-08-08,1358468,XVI,mass
C00015485,2018-06-12,502879,IX,mass
C00015486,2020-05-12,2749679,XII,affluent
C00015487,2021-05-27,885383,III,mass
C00015488,2024-05-28,958502,XII,mass_affluent
C00015489,2018-08-18,724885,IX,mass
C00015490,2021-12-10,1557974,III,affluent
C00015491,2020-04-25,1330974,VIII,mass_affluent
C00015492,2018-01-15,1169060,VI,mass
C00015493,2018-06-30,3168358,XIV,affluent
C00015494,2021-01-02,1282856,XVI,mass
C00015495,2024-07-23,1155407,XI,mass
C00015496,2022-01-08,762425,XVI,mass_affluent
C00015497,2024-12-26,925164,IX,mass_affluent
C00015498,2021-10-08,1158701,XII,mass
C00015499,2025-03-10,776201,VI,mass
C00015500,2022-01-29,431253,VIII,mass
C00015501,2020-03-23,1977566,XII,mass_affluent
C00015502,2019-06-30,4349189,XV,pyme
C00015503,2020-04-29,1172919,RM,mass
C00015504,2018-12-15,3100864,V,pyme
C00015505,2023-05-01,1097747,III,mass
C00015506,2021-08-31,1761101,VII,mass_affluent
C00015507,2018-09-24,1343130,XI,pyme
C00015508,2019-12-05,2057565,VIII,mass_affluent
C00015509,2020-08-24,746592,XII,mass
C00015510,2025-04-08,1263265,X,mass
C00015511,2022-03-03,714505,XVI,mass
C00015512,2019-02-05,1383669,IX,mass_affluent
C00015513,2023-09-29,1202074,V,pyme
C00015514,2018-03-03,981731,VI,mass
C00015515,2024-10-28,1275662,III,mass
C00015516,2024-12-18,1000783,XVI,mass
C00015517,2024-08-18,1542760,XII,mass_affluent
C00015518,2022-01-01,1276052,XV,mass_affluent
C00015519,2019-10-08,636736,IV,mass
C00015520,2021-03-03,2113644,IX,mass_affluent
C00015521,2024-03-22,643098,IV,mass
C00015522,2020-08-08,459163,IV,mass_affluent
C00015523,2023-11-06,1552090,VII,mass
C00015524,2024-04-09,874268,VII,mass
C00015525,2020-06-18,1313647,XV,mass_affluent
C00015526,2020-11-20,1168172,X,mass_affluent
C00015527,2023-10-01,938582,III,mass
C00015528,2019-11-17,926121,XII,mass_affluent
C00015529,2022-05-01,645467,XV,mass
